iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Q_LMP_1,beta_Q_logtAGEA,beta_Q_logtALBGDL,beta_Q_logtPROGDL,beta_V1_ANTU_1,beta_V1_logtCLCRMLMIN,beta_V1_logtPROGDL,beta_V2_SEXF_1,beta_V2_logtHCM,beta_V2_logtRAL,omega_Cl,omega_Q,omega_V1,omega_V2
1504,-577.539,2,13.5252,25.179,2.47978,1.34852,0.0417728,1.02003,1.40352,19.1199,-18.9652,-0.254523,-1.41627,-0.612615,4.88198,40.0894,0.226065,0.260042,5.25936e-08,0.102224,6.1594e-08
1505,-582.304,2,13.5253,25.1798,2.47978,1.34846,0.0417744,1.02003,1.40352,19.1199,-18.9652,-0.254547,-1.41599,-0.612571,4.88198,40.0894,0.226065,0.260042,5.25931e-08,0.102223,6.15867e-08
1506,-579.067,2,13.5254,25.1798,2.47978,1.34834,0.0417721,1.02003,1.40352,19.1199,-18.9652,-0.254598,-1.41569,-0.612459,4.88198,40.0894,0.226065,0.260046,5.25969e-08,0.102233,6.16034e-08
1507,-574.353,2,13.5255,25.1802,2.47978,1.34847,0.0417707,1.02003,1.40352,19.1199,-18.9652,-0.254638,-1.41554,-0.612518,4.88198,40.0894,0.226065,0.260064,5.25914e-08,0.102223,6.16123e-08
1508,-576.472,2,13.5256,25.1799,2.47978,1.34856,0.0417664,1.02003,1.40352,19.1199,-18.9652,-0.254591,-1.41557,-0.612618,4.88198,40.0894,0.226065,0.26008,5.25875e-08,0.10221,6.1626e-08
1509,-565.33,2,13.5256,25.1799,2.47978,1.34863,0.0417696,1.02003,1.40352,19.1199,-18.9652,-0.254581,-1.41545,-0.612669,4.88198,40.0894,0.226065,0.260093,5.26062e-08,0.102194,6.16426e-08
1510,-574.004,2,13.5257,25.1786,2.47978,1.34863,0.0417678,1.02003,1.40352,19.1199,-18.9652,-0.25452,-1.41546,-0.612476,4.88198,40.0894,0.226065,0.260103,5.26025e-08,0.102217,6.16504e-08
1511,-572.719,2,13.5255,25.1788,2.47978,1.34869,0.0417678,1.02003,1.40352,19.1199,-18.9652,-0.254544,-1.41536,-0.612577,4.88198,40.0894,0.226065,0.260097,5.26103e-08,0.102248,6.1638e-08
1512,-578.874,2,13.5255,25.1785,2.47978,1.34869,0.0417635,1.02003,1.40352,19.1199,-18.9652,-0.254528,-1.41546,-0.612409,4.88198,40.0894,0.226065,0.260099,5.26034e-08,0.102262,6.16449e-08
1513,-569.421,2,13.5254,25.178,2.47978,1.34869,0.0417684,1.02003,1.40352,19.1199,-18.9652,-0.254574,-1.41544,-0.612243,4.88198,40.0894,0.226065,0.260104,5.26234e-08,0.102253,6.16501e-08
1514,-573.938,2,13.5254,25.1776,2.47978,1.34862,0.0417704,1.02003,1.40352,19.1199,-18.9652,-0.254597,-1.41544,-0.612179,4.88198,40.0894,0.226065,0.260096,5.2643e-08,0.102244,6.16593e-08
1515,-574.49,2,13.5255,25.1774,2.47978,1.34875,0.0417643,1.02003,1.40352,19.1199,-18.9652,-0.254595,-1.41538,-0.612078,4.88198,40.0894,0.226065,0.260099,5.26573e-08,0.102232,6.16615e-08
1516,-579.736,2,13.5254,25.1775,2.47978,1.34884,0.0417586,1.02003,1.40352,19.1199,-18.9652,-0.254622,-1.41531,-0.612144,4.88198,40.0894,0.226065,0.260094,5.26525e-08,0.102237,6.16637e-08
1517,-593.391,2,13.5256,25.1775,2.47978,1.34876,0.0417532,1.02003,1.40352,19.1199,-18.9652,-0.254603,-1.41528,-0.612274,4.88198,40.0894,0.226065,0.260099,5.26429e-08,0.102243,6.16424e-08
1518,-585.082,2,13.5257,25.1778,2.47978,1.34876,0.0417467,1.02003,1.40352,19.1199,-18.9652,-0.25463,-1.41546,-0.612303,4.88198,40.0894,0.226065,0.260096,5.26418e-08,0.102253,6.16341e-08
1519,-579.094,2,13.5253,25.1773,2.47978,1.34885,0.0417429,1.02003,1.40352,19.1199,-18.9652,-0.254586,-1.41545,-0.612206,4.88198,40.0894,0.226065,0.26008,5.2644e-08,0.102258,6.16243e-08
1520,-586.919,2,13.525,25.1768,2.47978,1.34885,0.041742,1.02003,1.40352,19.1199,-18.9652,-0.25458,-1.4155,-0.61207,4.88198,40.0894,0.226065,0.26007,5.26299e-08,0.102253,6.16139e-08
1521,-579.68,2,13.5248,25.1766,2.47978,1.34891,0.0417459,1.02003,1.40352,19.1199,-18.9652,-0.254599,-1.41563,-0.61212,4.88198,40.0894,0.226065,0.260053,5.26218e-08,0.102256,6.15986e-08
1522,-585.105,2,13.5249,25.1771,2.47978,1.34891,0.0417456,1.02003,1.40352,19.1199,-18.9652,-0.25463,-1.41579,-0.612357,4.88198,40.0894,0.226065,0.260048,5.26074e-08,0.102258,6.15948e-08
1523,-580.628,2,13.525,25.177,2.47978,1.34896,0.0417446,1.02003,1.40352,19.1199,-18.9652,-0.254643,-1.41586,-0.612374,4.88198,40.0894,0.226065,0.260049,5.26091e-08,0.102248,6.15857e-08
1524,-593.288,2,13.5251,25.1769,2.47978,1.34896,0.0417397,1.02003,1.40352,19.1199,-18.9652,-0.254704,-1.41585,-0.612268,4.88198,40.0894,0.226065,0.260059,5.25882e-08,0.102251,6.15673e-08
1525,-579.017,2,13.5251,25.1762,2.47978,1.34906,0.0417387,1.02003,1.40352,19.1199,-18.9652,-0.254747,-1.41582,-0.612191,4.88198,40.0894,0.226065,0.260052,5.2584e-08,0.102248,6.15601e-08
1526,-570.031,2,13.5253,25.1757,2.47978,1.349,0.0417489,1.02003,1.40352,19.1199,-18.9652,-0.254757,-1.4157,-0.612119,4.88198,40.0894,0.226065,0.260038,5.25882e-08,0.102255,6.15655e-08
1527,-565.853,2,13.5253,25.1756,2.47978,1.34901,0.0417525,1.02003,1.40352,19.1199,-18.9652,-0.254786,-1.41569,-0.612112,4.88198,40.0894,0.226065,0.260044,5.26136e-08,0.102257,6.1569e-08
1528,-577.945,2,13.5254,25.1753,2.47978,1.34895,0.04175,1.02003,1.40352,19.1199,-18.9652,-0.254838,-1.41557,-0.612322,4.88198,40.0894,0.226065,0.26005,5.26237e-08,0.102251,6.15824e-08
1529,-587.109,2,13.5253,25.1746,2.47978,1.34889,0.0417528,1.02003,1.40352,19.1199,-18.9652,-0.254821,-1.41547,-0.612313,4.88198,40.0894,0.226065,0.260038,5.26163e-08,0.10224,6.15672e-08
1530,-574.47,2,13.5253,25.1747,2.47978,1.34885,0.0417602,1.02003,1.40352,19.1199,-18.9652,-0.254833,-1.41532,-0.612197,4.88198,40.0894,0.226065,0.260042,5.26292e-08,0.102245,6.15471e-08
1531,-575.335,2,13.5253,25.1747,2.47978,1.34902,0.0417599,1.02003,1.40352,19.1199,-18.9652,-0.25482,-1.41534,-0.612073,4.88198,40.0894,0.226065,0.260053,5.26278e-08,0.10225,6.15269e-08
1532,-569.389,2,13.5253,25.1747,2.47978,1.34916,0.0417681,1.02003,1.40352,19.1199,-18.9652,-0.254742,-1.41535,-0.612151,4.88198,40.0894,0.226065,0.260068,5.26193e-08,0.102241,6.15231e-08
1533,-573.426,2,13.5251,25.1754,2.47978,1.34925,0.041766,1.02003,1.40352,19.1199,-18.9652,-0.254738,-1.41531,-0.612245,4.88198,40.0894,0.226065,0.260073,5.26179e-08,0.102249,6.15292e-08
1534,-577.177,2,13.5249,25.1753,2.47978,1.34934,0.0417637,1.02003,1.40352,19.1199,-18.9652,-0.254741,-1.41522,-0.612279,4.88198,40.0894,0.226065,0.260066,5.26268e-08,0.102243,6.15217e-08
1535,-578.822,2,13.5248,25.1746,2.47978,1.34944,0.0417602,1.02003,1.40352,19.1199,-18.9652,-0.254744,-1.41522,-0.612365,4.88198,40.0894,0.226065,0.260075,5.2628e-08,0.102231,6.15162e-08
1536,-584.573,2,13.5249,25.1745,2.47978,1.34948,0.0417599,1.02003,1.40352,19.1199,-18.9652,-0.254717,-1.41526,-0.612574,4.88198,40.0894,0.226065,0.260085,5.26228e-08,0.102218,6.15002e-08
1537,-581.185,2,13.5248,25.1746,2.47978,1.34944,0.0417605,1.02003,1.40352,19.1199,-18.9652,-0.254765,-1.41529,-0.612599,4.88198,40.0894,0.226065,0.260077,5.26391e-08,0.10221,6.14825e-08
1538,-583.193,2,13.5247,25.1754,2.47978,1.34944,0.0417617,1.02003,1.40352,19.1199,-18.9652,-0.254814,-1.41519,-0.612566,4.88198,40.0894,0.226065,0.260075,5.2641e-08,0.102198,6.14697e-08
1539,-578.742,2,13.5247,25.1754,2.47978,1.34953,0.0417606,1.02003,1.40352,19.1199,-18.9652,-0.254826,-1.4152,-0.612642,4.88198,40.0894,0.226065,0.260066,5.26248e-08,0.102197,6.148e-08
1540,-576.98,2,13.5245,25.1751,2.47978,1.34941,0.0417633,1.02003,1.40352,19.1199,-18.9652,-0.254876,-1.41515,-0.61269,4.88198,40.0894,0.226065,0.260056,5.26252e-08,0.102205,6.14929e-08
1541,-573.462,2,13.5244,25.1751,2.47978,1.34949,0.0417597,1.02003,1.40352,19.1199,-18.9652,-0.254811,-1.41498,-0.61262,4.88198,40.0894,0.226065,0.260056,5.26268e-08,0.102217,6.15017e-08
1542,-577.91,2,13.5243,25.1747,2.47978,1.34944,0.0417619,1.02003,1.40352,19.1199,-18.9652,-0.254802,-1.41493,-0.612585,4.88198,40.0894,0.226065,0.260043,5.26213e-08,0.102239,6.15029e-08
1543,-577.431,2,13.5246,25.1752,2.47978,1.34936,0.0417695,1.02003,1.40352,19.1199,-18.9652,-0.254795,-1.41483,-0.612694,4.88198,40.0894,0.226065,0.260056,5.26251e-08,0.102222,6.15013e-08
1544,-584.024,2,13.5248,25.1755,2.47978,1.34941,0.0417689,1.02003,1.40352,19.1199,-18.9652,-0.254849,-1.41479,-0.61284,4.88198,40.0894,0.226065,0.260075,5.26094e-08,0.102212,6.14957e-08
1545,-580.493,2,13.5247,25.1755,2.47978,1.34945,0.0417698,1.02003,1.40352,19.1199,-18.9652,-0.254887,-1.41474,-0.612745,4.88198,40.0894,0.226065,0.260097,5.26077e-08,0.102187,6.14897e-08
1546,-573.644,2,13.5247,25.1754,2.47978,1.34945,0.0417686,1.02003,1.40352,19.1199,-18.9652,-0.254892,-1.41471,-0.612737,4.88198,40.0894,0.226065,0.260114,5.26229e-08,0.102185,6.1491e-08
1547,-574.907,2,13.5246,25.1755,2.47978,1.34945,0.0417657,1.02003,1.40352,19.1199,-18.9652,-0.254903,-1.41479,-0.612777,4.88198,40.0894,0.226065,0.26012,5.26295e-08,0.102196,6.14975e-08
1548,-569.393,2,13.5246,25.176,2.47978,1.34957,0.0417633,1.02003,1.40352,19.1199,-18.9652,-0.254994,-1.41482,-0.612819,4.88198,40.0894,0.226065,0.260125,5.26267e-08,0.102204,6.15168e-08
1549,-570.36,2,13.5245,25.1759,2.47978,1.34962,0.0417692,1.02003,1.40352,19.1199,-18.9652,-0.254988,-1.41484,-0.612672,4.88198,40.0894,0.226065,0.26013,5.26325e-08,0.102193,6.1517e-08
1550,-570.832,2,13.5243,25.1761,2.47978,1.34966,0.041778,1.02003,1.40352,19.1199,-18.9652,-0.254988,-1.41469,-0.612597,4.88198,40.0894,0.226065,0.260126,5.26298e-08,0.102193,6.15127e-08
1551,-567.062,2,13.5243,25.1765,2.47978,1.34962,0.0417838,1.02003,1.40352,19.1199,-18.9652,-0.254901,-1.41455,-0.612557,4.88198,40.0894,0.226065,0.260142,5.26381e-08,0.102185,6.15355e-08
1552,-566.33,2,13.5243,25.1766,2.47978,1.34971,0.041791,1.02003,1.40352,19.1199,-18.9652,-0.254909,-1.41458,-0.612654,4.88198,40.0894,0.226065,0.260145,5.26494e-08,0.102174,6.15332e-08
1553,-577.337,2,13.5243,25.1767,2.47978,1.34982,0.0417874,1.02003,1.40352,19.1199,-18.9652,-0.254889,-1.41469,-0.612634,4.88198,40.0894,0.226065,0.260147,5.26453e-08,0.102171,6.15368e-08
1554,-579.334,2,13.5245,25.1763,2.47978,1.34987,0.0417856,1.02003,1.40352,19.1199,-18.9652,-0.254816,-1.41479,-0.612496,4.88198,40.0894,0.226065,0.260133,5.26411e-08,0.102169,6.15416e-08
1555,-566.57,2,13.5244,25.1758,2.47978,1.34987,0.0417928,1.02003,1.40352,19.1199,-18.9652,-0.254811,-1.41467,-0.61258,4.88198,40.0894,0.226065,0.260124,5.26585e-08,0.102161,6.1548e-08
1556,-578.015,2,13.5243,25.1749,2.47978,1.34987,0.0417955,1.02003,1.40352,19.1199,-18.9652,-0.254758,-1.41475,-0.612556,4.88198,40.0894,0.226065,0.26012,5.26654e-08,0.102158,6.1539e-08
1557,-575.665,2,13.5243,25.1749,2.47978,1.34998,0.0417942,1.02003,1.40352,19.1199,-18.9652,-0.254757,-1.41478,-0.612647,4.88198,40.0894,0.226065,0.260125,5.26584e-08,0.102161,6.15403e-08
1558,-569.702,2,13.5241,25.1752,2.47978,1.35021,0.0417909,1.02003,1.40352,19.1199,-18.9652,-0.25481,-1.4146,-0.612612,4.88198,40.0894,0.226065,0.260141,5.26648e-08,0.102156,6.15324e-08
1559,-573.032,2,13.5241,25.1753,2.47978,1.35026,0.0417943,1.02003,1.40352,19.1199,-18.9652,-0.254824,-1.41454,-0.612603,4.88198,40.0894,0.226065,0.260134,5.26645e-08,0.102151,6.1538e-08
1560,-575.249,2,13.5242,25.175,2.47978,1.35026,0.0417968,1.02003,1.40352,19.1199,-18.9652,-0.254848,-1.41467,-0.612585,4.88198,40.0894,0.226065,0.260129,5.26648e-08,0.102153,6.15401e-08
1561,-581.782,2,13.5241,25.1755,2.47978,1.35026,0.0417937,1.02003,1.40352,19.1199,-18.9652,-0.254894,-1.41449,-0.612684,4.88198,40.0894,0.226065,0.260141,5.26658e-08,0.102142,6.15433e-08
1562,-586.584,2,13.524,25.1754,2.47978,1.35023,0.0417899,1.02003,1.40352,19.1199,-18.9652,-0.25487,-1.41432,-0.612597,4.88198,40.0894,0.226065,0.260149,5.2668e-08,0.102132,6.15328e-08
1563,-580.602,2,13.524,25.1754,2.47978,1.35006,0.0417934,1.02003,1.40352,19.1199,-18.9652,-0.25488,-1.41444,-0.612542,4.88198,40.0894,0.226065,0.260151,5.26791e-08,0.102128,6.15307e-08
1564,-582.845,2,13.5239,25.1747,2.47978,1.34998,0.041794,1.02003,1.40352,19.1199,-18.9652,-0.254869,-1.41453,-0.612456,4.88198,40.0894,0.226065,0.260152,5.26752e-08,0.102138,6.15248e-08
1565,-577.892,2,13.5239,25.174,2.47978,1.34998,0.0417908,1.02003,1.40352,19.1199,-18.9652,-0.254838,-1.41459,-0.6124,4.88198,40.0894,0.226065,0.260156,5.26827e-08,0.10216,6.15171e-08
1566,-582.599,2,13.5238,25.1743,2.47978,1.34993,0.0417922,1.02003,1.40352,19.1199,-18.9652,-0.254809,-1.41455,-0.612402,4.88198,40.0894,0.226065,0.260156,5.26816e-08,0.102149,6.15139e-08
1567,-579.9,2,13.5239,25.1752,2.47978,1.34981,0.0417982,1.02003,1.40352,19.1199,-18.9652,-0.254885,-1.41444,-0.612491,4.88198,40.0894,0.226065,0.260153,5.26842e-08,0.102151,6.15073e-08
1568,-581.973,2,13.524,25.1758,2.47978,1.34981,0.0417958,1.02003,1.40352,19.1199,-18.9652,-0.254904,-1.41447,-0.612549,4.88198,40.0894,0.226065,0.260156,5.26746e-08,0.10216,6.15084e-08
1569,-579.082,2,13.5241,25.1758,2.47978,1.34992,0.041792,1.02003,1.40352,19.1199,-18.9652,-0.254863,-1.41466,-0.612633,4.88198,40.0894,0.226065,0.260155,5.26731e-08,0.102138,6.15158e-08
1570,-582.047,2,13.5239,25.1754,2.47978,1.34992,0.0417914,1.02003,1.40352,19.1199,-18.9652,-0.254866,-1.4148,-0.612505,4.88198,40.0894,0.226065,0.260159,5.26682e-08,0.102141,6.15077e-08
1571,-578.602,2,13.5238,25.175,2.47978,1.35,0.0417866,1.02003,1.40352,19.1199,-18.9652,-0.254884,-1.41492,-0.612404,4.88198,40.0894,0.226065,0.260167,5.26599e-08,0.102153,6.15072e-08
1572,-582.606,2,13.5238,25.1747,2.47978,1.35012,0.041776,1.02003,1.40352,19.1199,-18.9652,-0.254908,-1.41498,-0.612551,4.88198,40.0894,0.226065,0.260173,5.26703e-08,0.102165,6.14816e-08
1573,-578.954,2,13.5239,25.1745,2.47978,1.35008,0.0417801,1.02003,1.40352,19.1199,-18.9652,-0.254919,-1.41495,-0.612463,4.88198,40.0894,0.226065,0.260176,5.26651e-08,0.102158,6.14845e-08
1574,-576.313,2,13.5238,25.1744,2.47978,1.35005,0.0417841,1.02003,1.40352,19.1199,-18.9652,-0.254931,-1.41506,-0.612442,4.88198,40.0894,0.226065,0.260176,5.26651e-08,0.102152,6.14881e-08
1575,-575.118,2,13.524,25.1746,2.47978,1.35009,0.0417824,1.02003,1.40352,19.1199,-18.9652,-0.254968,-1.41501,-0.612459,4.88198,40.0894,0.226065,0.260182,5.26737e-08,0.102144,6.14943e-08
1576,-575.66,2,13.5241,25.1745,2.47978,1.35014,0.0417828,1.02003,1.40352,19.1199,-18.9652,-0.254888,-1.41488,-0.612441,4.88198,40.0894,0.226065,0.260189,5.26702e-08,0.102147,6.14971e-08
1577,-580.642,2,13.5243,25.1743,2.47978,1.35018,0.0417821,1.02003,1.40352,19.1199,-18.9652,-0.254908,-1.41478,-0.61228,4.88198,40.0894,0.226065,0.260199,5.26639e-08,0.102167,6.14804e-08
1578,-590.475,2,13.5242,25.1738,2.47978,1.35018,0.0417807,1.02003,1.40352,19.1199,-18.9652,-0.254838,-1.41487,-0.612143,4.88198,40.0894,0.226065,0.260201,5.26439e-08,0.102152,6.14721e-08
1579,-585.181,2,13.5244,25.1732,2.47978,1.35024,0.0417761,1.02003,1.40352,19.1199,-18.9652,-0.254809,-1.41503,-0.612106,4.88198,40.0894,0.226065,0.260213,5.26411e-08,0.102139,6.14604e-08
1580,-578.981,2,13.5245,25.1729,2.47978,1.35028,0.0417751,1.02003,1.40352,19.1199,-18.9652,-0.25477,-1.41514,-0.612071,4.88198,40.0894,0.226065,0.260209,5.26469e-08,0.102125,6.1458e-08
1581,-571.028,2,13.5244,25.1725,2.47978,1.35035,0.0417714,1.02003,1.40352,19.1199,-18.9652,-0.254735,-1.41502,-0.612058,4.88198,40.0894,0.226065,0.260202,5.26608e-08,0.102123,6.14711e-08
1582,-570.92,2,13.5245,25.1724,2.47978,1.3503,0.0417759,1.02003,1.40352,19.1199,-18.9652,-0.25477,-1.41505,-0.61216,4.88198,40.0894,0.226065,0.260204,5.26665e-08,0.102113,6.14907e-08
1583,-578.233,2,13.5245,25.1726,2.47978,1.35028,0.0417785,1.02003,1.40352,19.1199,-18.9652,-0.254823,-1.41501,-0.612354,4.88198,40.0894,0.226065,0.260201,5.26669e-08,0.102113,6.14885e-08
1584,-578.808,2,13.5247,25.1727,2.47978,1.35034,0.0417783,1.02003,1.40352,19.1199,-18.9652,-0.254814,-1.41509,-0.612472,4.88198,40.0894,0.226065,0.260217,5.26653e-08,0.102104,6.14828e-08
1585,-571.695,2,13.5247,25.1728,2.47978,1.35034,0.0417829,1.02003,1.40352,19.1199,-18.9652,-0.254802,-1.41514,-0.61237,4.88198,40.0894,0.226065,0.260204,5.26745e-08,0.102105,6.14876e-08
1586,-573.896,2,13.5247,25.1732,2.47978,1.35034,0.0417867,1.02003,1.40352,19.1199,-18.9652,-0.254839,-1.41504,-0.61234,4.88198,40.0894,0.226065,0.260203,5.26886e-08,0.102096,6.14852e-08
1587,-573.407,2,13.5247,25.173,2.47978,1.3504,0.0417844,1.02003,1.40352,19.1199,-18.9652,-0.254783,-1.41504,-0.612504,4.88198,40.0894,0.226065,0.260209,5.27004e-08,0.102099,6.1482e-08
1588,-576.213,2,13.5246,25.1733,2.47978,1.35047,0.0417842,1.02003,1.40352,19.1199,-18.9652,-0.254811,-1.41517,-0.612443,4.88198,40.0894,0.226065,0.260208,5.26986e-08,0.102087,6.149e-08
1589,-581.382,2,13.5245,25.1738,2.47978,1.35039,0.0417891,1.02003,1.40352,19.1199,-18.9652,-0.254881,-1.41518,-0.612418,4.88198,40.0894,0.226065,0.2602,5.26888e-08,0.10209,6.14885e-08
1590,-586.113,2,13.5245,25.1739,2.47978,1.35026,0.0417883,1.02003,1.40352,19.1199,-18.9652,-0.254891,-1.41516,-0.612436,4.88198,40.0894,0.226065,0.260191,5.26846e-08,0.10211,6.14829e-08
1591,-579.635,2,13.5246,25.1737,2.47978,1.35026,0.0417945,1.02003,1.40352,19.1199,-18.9652,-0.254842,-1.41518,-0.612454,4.88198,40.0894,0.226065,0.260195,5.26841e-08,0.102103,6.14686e-08
1592,-577.099,2,13.5246,25.1743,2.47978,1.35026,0.0417955,1.02003,1.40352,19.1199,-18.9652,-0.254914,-1.41519,-0.612517,4.88198,40.0894,0.226065,0.260197,5.26904e-08,0.102095,6.147e-08
1593,-585.716,2,13.5247,25.1745,2.47978,1.3502,0.0417947,1.02003,1.40352,19.1199,-18.9652,-0.254942,-1.41516,-0.612521,4.88198,40.0894,0.226065,0.260201,5.26858e-08,0.102099,6.14609e-08
1594,-580.082,2,13.5246,25.1744,2.47978,1.35016,0.0417948,1.02003,1.40352,19.1199,-18.9652,-0.254989,-1.41511,-0.612282,4.88198,40.0894,0.226065,0.260211,5.2684e-08,0.102101,6.14588e-08
1595,-579.611,2,13.5247,25.175,2.47978,1.35003,0.0417972,1.02003,1.40352,19.1199,-18.9652,-0.25504,-1.41523,-0.612244,4.88198,40.0894,0.226065,0.260215,5.26928e-08,0.102116,6.14506e-08
1596,-578.521,2,13.5247,25.1757,2.47978,1.35,0.0417944,1.02003,1.40352,19.1199,-18.9652,-0.255125,-1.41496,-0.612196,4.88198,40.0894,0.226065,0.260217,5.26968e-08,0.102132,6.14524e-08
1597,-574.617,2,13.5247,25.1758,2.47978,1.35006,0.0417902,1.02003,1.40352,19.1199,-18.9652,-0.255146,-1.41511,-0.612093,4.88198,40.0894,0.226065,0.260217,5.27157e-08,0.102137,6.14425e-08
1598,-568.331,2,13.5248,25.1758,2.47978,1.35006,0.0417889,1.02003,1.40352,19.1199,-18.9652,-0.255131,-1.41514,-0.611997,4.88198,40.0894,0.226065,0.260213,5.27223e-08,0.102138,6.14751e-08
1599,-571.444,2,13.5247,25.1752,2.47978,1.35006,0.0417932,1.02003,1.40352,19.1199,-18.9652,-0.255106,-1.41511,-0.61187,4.88198,40.0894,0.226065,0.260205,5.27233e-08,0.102158,6.1473e-08
1600,-576.204,2,13.5247,25.1754,2.47978,1.35006,0.0417922,1.02003,1.40352,19.1199,-18.9652,-0.2551,-1.41493,-0.611853,4.88198,40.0894,0.226065,0.260208,5.27355e-08,0.102154,6.14697e-08
1601,-581.048,2,13.5247,25.1754,2.47978,1.35001,0.0417894,1.02003,1.40352,19.1199,-18.9652,-0.255063,-1.4147,-0.611815,4.88198,40.0894,0.226065,0.260216,5.27463e-08,0.102165,6.14593e-08
1602,-574.169,2,13.5247,25.1754,2.47978,1.34993,0.0417919,1.02003,1.40352,19.1199,-18.9652,-0.255057,-1.41456,-0.611949,4.88198,40.0894,0.226065,0.260208,5.27574e-08,0.102174,6.14637e-08
1603,-579.284,2,13.5248,25.1758,2.47978,1.34986,0.0417941,1.02003,1.40352,19.1199,-18.9652,-0.255028,-1.41452,-0.611993,4.88198,40.0894,0.226065,0.260214,5.2768e-08,0.102165,6.14582e-08
1604,-576.68,2,13.5247,25.1759,2.47978,1.34986,0.041789,1.02003,1.40352,19.1199,-18.9652,-0.255025,-1.41458,-0.611979,4.88198,40.0894,0.226065,0.260215,5.27797e-08,0.102162,6.14708e-08
1605,-578.538,2,13.5247,25.1756,2.47978,1.3498,0.041788,1.02003,1.40352,19.1199,-18.9652,-0.255048,-1.41468,-0.611973,4.88198,40.0894,0.226065,0.260216,5.27846e-08,0.102153,6.14841e-08
1606,-573.984,2,13.5247,25.1755,2.47978,1.3498,0.0417884,1.02003,1.40352,19.1199,-18.9652,-0.254989,-1.41476,-0.612049,4.88198,40.0894,0.226065,0.26023,5.27873e-08,0.102158,6.14865e-08
1607,-573.682,2,13.5248,25.176,2.47978,1.34983,0.041786,1.02003,1.40352,19.1199,-18.9652,-0.254976,-1.41474,-0.612032,4.88198,40.0894,0.226065,0.260241,5.28054e-08,0.102155,6.14841e-08
1608,-580.45,2,13.5247,25.1761,2.47978,1.34983,0.0417802,1.02003,1.40352,19.1199,-18.9652,-0.254958,-1.41482,-0.611985,4.88198,40.0894,0.226065,0.26023,5.28247e-08,0.102164,6.14686e-08
1609,-575.846,2,13.5246,25.1759,2.47978,1.34991,0.0417811,1.02003,1.40352,19.1199,-18.9652,-0.254948,-1.41484,-0.611966,4.88198,40.0894,0.226065,0.260222,5.28146e-08,0.102146,6.14836e-08
1610,-571.306,2,13.5244,25.1762,2.47978,1.35001,0.0417803,1.02003,1.40352,19.1199,-18.9652,-0.254948,-1.41486,-0.61204,4.88198,40.0894,0.226065,0.260225,5.28286e-08,0.102141,6.14789e-08
1611,-575.432,2,13.5243,25.1761,2.47978,1.35001,0.0417781,1.02003,1.40352,19.1199,-18.9652,-0.254923,-1.41498,-0.612017,4.88198,40.0894,0.226065,0.260233,5.28204e-08,0.102161,6.14893e-08
1612,-577.505,2,13.5243,25.1765,2.47978,1.34993,0.0417809,1.02003,1.40352,19.1199,-18.9652,-0.254989,-1.41501,-0.612062,4.88198,40.0894,0.226065,0.260243,5.28287e-08,0.102146,6.14936e-08
1613,-573.714,2,13.5242,25.1771,2.47978,1.35001,0.0417809,1.02003,1.40352,19.1199,-18.9652,-0.254983,-1.41507,-0.612063,4.88198,40.0894,0.226065,0.260242,5.28411e-08,0.102137,6.14882e-08
1614,-574.986,2,13.5241,25.1775,2.47978,1.35001,0.0417827,1.02003,1.40352,19.1199,-18.9652,-0.254987,-1.41507,-0.612089,4.88198,40.0894,0.226065,0.260231,5.28512e-08,0.102144,6.14792e-08
1615,-590.794,2,13.524,25.1779,2.47978,1.34997,0.041779,1.02003,1.40352,19.1199,-18.9652,-0.255039,-1.41494,-0.61198,4.88198,40.0894,0.226065,0.260226,5.2838e-08,0.10213,6.14815e-08
1616,-589.391,2,13.5237,25.1784,2.47978,1.34997,0.0417721,1.02003,1.40352,19.1199,-18.9652,-0.255068,-1.41479,-0.611937,4.88198,40.0894,0.226065,0.260216,5.28329e-08,0.102112,6.14853e-08
1617,-585.056,2,13.5235,25.1787,2.47978,1.35004,0.0417683,1.02003,1.40352,19.1199,-18.9652,-0.255078,-1.41489,-0.611878,4.88198,40.0894,0.226065,0.260206,5.28286e-08,0.102107,6.14733e-08
1618,-574.659,2,13.5237,25.1792,2.47978,1.35007,0.0417664,1.02003,1.40352,19.1199,-18.9652,-0.255114,-1.41498,-0.611947,4.88198,40.0894,0.226065,0.260213,5.28376e-08,0.102098,6.14807e-08
1619,-582.781,2,13.5238,25.1791,2.47978,1.35015,0.041763,1.02003,1.40352,19.1199,-18.9652,-0.255132,-1.4151,-0.612022,4.88198,40.0894,0.226065,0.260217,5.28262e-08,0.102094,6.14788e-08
1620,-579.122,2,13.5237,25.1794,2.47978,1.35023,0.0417614,1.02003,1.40352,19.1199,-18.9652,-0.255152,-1.41501,-0.611988,4.88198,40.0894,0.226065,0.260211,5.2823e-08,0.102085,6.14792e-08
1621,-585.092,2,13.5236,25.1795,2.47978,1.35023,0.0417602,1.02003,1.40352,19.1199,-18.9652,-0.255239,-1.41496,-0.611889,4.88198,40.0894,0.226065,0.260206,5.28072e-08,0.10208,6.14818e-08
1622,-584.992,2,13.5234,25.18,2.47978,1.35017,0.0417624,1.02003,1.40352,19.1199,-18.9652,-0.255259,-1.415,-0.611859,4.88198,40.0894,0.226065,0.260193,5.27946e-08,0.102072,6.14854e-08
