iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
590,445.734,2,22.165,24.288,14.2078,1.49648,0.0424557,1.09988,-0.481284,-3.01454,0.186856,1.09523,0.236789,0.826434
591,441.713,2,22.4073,24.2839,14.0646,1.43589,0.0433919,1.11882,-0.486247,-2.99042,0.187092,1.10162,0.238012,0.828488
592,435.251,2,22.1804,23.9546,13.686,1.40616,0.0413113,1.10712,-0.480839,-2.54126,0.187007,1.12013,0.246112,0.796442
593,442.412,2,22.1336,23.7996,13.112,1.38702,0.0420825,1.12868,-0.476916,-2.93571,0.184153,1.16078,0.260618,0.794524
594,449.44,2,22.1262,23.7016,13.5003,1.43954,0.0430942,1.10126,-0.47785,-2.67587,0.18684,1.15182,0.26203,0.754594
595,449.869,2,22.2694,23.8993,13.7833,1.48938,0.0404125,1.09743,-0.482213,-3.0917,0.183363,1.20094,0.266843,0.778494
596,453.942,2,21.8689,23.6841,13.3611,1.48943,0.0433007,1.09027,-0.468203,-3.34946,0.180547,1.23157,0.274503,0.740798
597,452.146,2,22.4027,23.9601,13.5301,1.43683,0.0461609,1.08352,-0.490155,-3.65705,0.18169,1.20643,0.27459,0.751153
598,451.963,2,22.5969,23.9219,13.7837,1.43686,0.0478692,1.03137,-0.493661,-3.46202,0.186859,1.17421,0.254907,0.767305
599,457.326,2,22.2139,24.1602,13.6384,1.49072,0.0477526,1.00375,-0.476014,-3.22667,0.186214,1.19446,0.241238,0.762598
600,455.835,2,22.109,24.1297,13.8453,1.46957,0.04901,1.01528,-0.474881,-3.10217,0.18331,1.18303,0.233681,0.812445
601,458.249,2,21.9979,23.7836,14.1253,1.4696,0.0507562,1.01012,-0.472726,-2.60324,0.185147,1.1943,0.228535,0.791791
602,467.008,2,21.9417,23.6589,13.6788,1.54478,0.0502661,1.02965,-0.469676,-2.1484,0.185307,1.22522,0.224045,0.796237
603,461.525,2,21.7156,23.5123,13.7262,1.54478,0.0495415,1.01867,-0.463146,-2.11202,0.186137,1.18554,0.226391,0.809681
604,449.663,2,21.9899,23.3991,14.1041,1.49867,0.0475938,1.01616,-0.470935,-2.17151,0.186593,1.13081,0.232077,0.832973
605,452.69,2,22.1231,23.7215,13.909,1.48758,0.0461246,1.06346,-0.479154,-2.47843,0.188115,1.17345,0.232192,0.831728
606,454.508,2,22.0699,23.8693,14.9055,1.43942,0.0480823,1.0721,-0.477383,-2.83351,0.187802,1.19679,0.235,0.840158
607,452.893,2,21.8531,23.7785,14.4636,1.43937,0.0458584,1.06221,-0.467504,-2.91375,0.188708,1.1756,0.2427,0.875741
608,446.601,2,21.9299,24.0758,14.9041,1.38698,0.0468659,1.08281,-0.468453,-3.21323,0.186724,1.16608,0.250158,0.854368
609,447.37,2,22.2096,24.4838,14.7667,1.3646,0.0459342,1.15618,-0.478365,-3.54606,0.186413,1.17765,0.256201,0.890327
610,452.996,2,22.2345,24.5112,14.4521,1.36462,0.0466341,1.16368,-0.480146,-3.94487,0.187218,1.19962,0.250596,0.915768
611,442.642,2,22.0569,24.5497,14.8065,1.36461,0.0459738,1.11483,-0.476369,-3.87057,0.186068,1.11587,0.250584,0.902723
612,442.59,2,22.0323,24.5778,14.5271,1.3783,0.0451364,1.09849,-0.475388,-3.84807,0.18663,1.08004,0.249194,0.875171
613,442.816,2,22.2109,24.2549,14.5838,1.3783,0.0450943,1.09872,-0.477406,-3.70876,0.19026,1.03878,0.249397,0.865939
614,458.499,2,22.1608,24.4123,14.4474,1.36699,0.048164,1.06853,-0.478052,-3.755,0.191969,1.05274,0.262321,0.896361
615,462.211,2,22.1185,24.4265,14.2913,1.42191,0.0475314,1.06342,-0.478919,-3.89246,0.189555,1.09123,0.263092,0.928841
616,458.467,2,22.3764,24.4097,14.1455,1.38333,0.0506857,1.06719,-0.488462,-4.0382,0.185257,1.10692,0.267102,0.908761
617,455.746,2,22.2223,24.4729,14.3129,1.36744,0.0518284,1.06606,-0.482839,-3.9777,0.183946,1.12812,0.261404,0.883324
618,449.735,2,22.0627,24.3327,14.5106,1.38036,0.0510484,1.11095,-0.47505,-3.61053,0.18473,1.11789,0.258938,0.819537
619,446.149,2,22.0777,24.504,14.5843,1.40625,0.0464043,1.10382,-0.474377,-3.52211,0.19027,1.15866,0.254393,0.814418
620,450.115,2,22.1914,24.4986,14.1731,1.40626,0.0471095,1.0811,-0.477909,-3.3989,0.188115,1.19804,0.244805,0.809705
621,453.827,2,22.3697,24.4175,14.2114,1.40629,0.0482889,1.12573,-0.486071,-3.29778,0.185529,1.20295,0.24641,0.799234
622,454.317,2,22.3667,24.5457,13.9545,1.42008,0.0487884,1.09439,-0.484081,-3.13618,0.186884,1.18122,0.243524,0.804343
623,452.033,2,22.3286,24.6825,14.2991,1.43541,0.0491745,1.07766,-0.485266,-3.2655,0.183903,1.1579,0.232671,0.812762
624,445.741,2,22.0993,24.8595,14.4128,1.43895,0.0471555,1.06803,-0.474805,-3.30763,0.184174,1.16992,0.224449,0.826165
625,448.05,2,22.035,24.8772,14.173,1.46486,0.0469633,1.06177,-0.475276,-3.21612,0.183276,1.14132,0.217941,0.805896
626,441.768,2,22.2798,24.9544,13.7089,1.49089,0.044276,1.09519,-0.481069,-3.29481,0.187837,1.08869,0.213924,0.805361
627,440.008,2,22.1449,24.8416,13.4524,1.46013,0.0440812,1.06814,-0.476816,-3.06075,0.187396,1.05247,0.217884,0.825256
628,442.413,2,22.2328,24.9586,13.3206,1.4692,0.0433007,1.11308,-0.478851,-2.86304,0.186994,1.0495,0.220244,0.822234
629,441.913,2,22.4008,24.9725,13.3304,1.43783,0.0439281,1.12803,-0.486349,-2.83912,0.186822,1.07081,0.219948,0.837868
630,448.415,2,22.5172,24.9762,13.7082,1.45022,0.044645,1.10457,-0.49581,-2.99383,0.183312,1.0677,0.223415,0.850764
631,459.213,2,22.8134,24.936,13.1731,1.50093,0.0449891,1.09149,-0.505042,-2.94622,0.185496,1.08404,0.220287,0.880302
632,462.86,2,22.4555,24.9913,13.0723,1.52399,0.0453713,1.09817,-0.49053,-2.5866,0.190065,1.07457,0.226585,0.919523
633,465.115,2,22.1779,24.9382,12.7914,1.51417,0.0468343,1.11554,-0.476158,-2.3973,0.19218,1.10219,0.23388,0.937347
634,460.703,2,22.2639,24.8648,13.6421,1.51415,0.0459164,1.14551,-0.483143,-2.35316,0.189564,1.16805,0.244048,0.920316
635,452.739,2,21.9757,24.6713,13.9913,1.50586,0.0448741,1.0859,-0.474183,-2.66819,0.189789,1.17494,0.243191,0.887585
636,444.465,2,21.9943,24.7096,13.7155,1.49634,0.0431295,1.08802,-0.473766,-2.791,0.184727,1.16409,0.245301,0.861426
637,446.993,2,21.8771,24.783,13.5357,1.45952,0.0436722,1.06268,-0.467953,-3.04809,0.184825,1.13635,0.25153,0.86116
638,457.438,2,22.1811,24.6483,13.2231,1.47495,0.0443409,1.09987,-0.477597,-3.05055,0.187353,1.15248,0.248501,0.867943
639,457.018,2,22.2693,24.6067,13.011,1.44537,0.0469384,1.08521,-0.482192,-3.02612,0.185766,1.14547,0.252329,0.865001
640,449.055,2,22.2339,24.5884,13.5788,1.42214,0.0462557,1.07384,-0.483438,-3.20161,0.190884,1.12134,0.250139,0.887637
641,451.637,2,22.1962,24.4947,13.7946,1.43859,0.0463258,1.05294,-0.482478,-3.30229,0.194839,1.06468,0.242245,0.896064
642,453.838,2,22.2818,24.3746,14.0639,1.49256,0.0439288,1.05573,-0.485274,-3.2967,0.19123,1.03775,0.24561,0.915814
643,440.443,2,22.2757,24.2481,13.9125,1.45361,0.0428052,1.08597,-0.486702,-3.26894,0.190545,1.04299,0.249569,0.899897
644,460.265,2,22.3716,24.2642,13.5926,1.45367,0.0458181,1.08987,-0.487855,-3.19062,0.189401,1.06893,0.253263,0.890781
645,454.256,2,22.3498,24.1856,13.3587,1.49654,0.0440059,1.10828,-0.485706,-2.88555,0.190284,1.08321,0.2535,0.860962
646,453.911,2,22.3945,24.3309,13.0403,1.51349,0.0436259,1.10383,-0.486886,-2.83848,0.187309,1.0353,0.255977,0.891531
647,454.635,2,22.6657,24.532,13.5589,1.54671,0.0433151,1.11487,-0.498669,-2.81773,0.187012,1.01392,0.252261,0.874243
648,452.505,2,22.6412,24.6352,13.883,1.54672,0.0431666,1.11357,-0.499248,-2.95627,0.183421,0.998951,0.253969,0.882961
649,456.692,2,22.4955,24.6741,13.466,1.50659,0.0449398,1.08384,-0.494175,-2.95684,0.183639,1.06329,0.250438,0.888335
650,444.089,2,22.7657,24.7145,13.2298,1.49143,0.0432149,1.08882,-0.501327,-3.25626,0.186116,1.06412,0.245763,0.895772
651,450.473,2,22.5552,24.7298,13.4263,1.45239,0.0454979,1.07496,-0.492284,-3.56792,0.186831,1.0738,0.241758,0.886665
652,450.358,2,22.6394,24.8089,13.4405,1.44227,0.0455564,1.08071,-0.496315,-3.5921,0.184452,1.0724,0.245799,0.903477
653,458.669,2,22.4407,24.8701,13.4312,1.45821,0.0445946,1.0903,-0.486437,-3.48468,0.190408,1.0632,0.257,0.93406
654,456.027,2,22.3197,25.0713,13.5783,1.47187,0.0446354,1.07305,-0.48316,-3.61719,0.190177,1.03994,0.255757,0.95236
655,447.806,2,22.3056,25.1434,13.8021,1.42931,0.0459686,1.05198,-0.481753,-3.56411,0.18973,1.05865,0.253511,0.924637
656,450.765,2,22.1977,25.1449,13.5913,1.40683,0.0478424,1.06262,-0.480079,-3.58292,0.185914,1.06691,0.251236,0.895288
657,460.365,2,22.0238,25.2892,13.1952,1.3632,0.0515944,1.06912,-0.474208,-3.68614,0.184084,1.10112,0.248988,0.897143
658,444.101,2,22.0736,25.0572,12.7947,1.33712,0.0516364,1.06331,-0.475755,-4.09566,0.18486,1.0957,0.239765,0.887431
659,452.609,2,22.0699,25.0726,12.8518,1.33713,0.0517018,1.09475,-0.475689,-3.87097,0.185676,1.12213,0.236095,0.889702
660,459.021,2,22.1175,24.9151,12.8252,1.33714,0.0515294,1.09585,-0.477206,-3.67396,0.186875,1.17251,0.235022,0.92241
661,449.164,2,22.0905,24.987,12.8733,1.32075,0.0519786,1.07969,-0.479563,-3.44858,0.186408,1.15186,0.230333,0.927311
662,444.092,2,22.2269,24.9219,12.7598,1.31421,0.0523509,1.08218,-0.482466,-3.5804,0.186203,1.14715,0.219498,0.901658
663,448.009,2,22.3358,24.8819,13.0474,1.3033,0.052918,1.08311,-0.484586,-3.69901,0.186102,1.15032,0.214443,0.909711
664,449.914,2,22.1675,24.8503,13.1337,1.33545,0.0516609,1.06709,-0.478187,-3.77945,0.185261,1.15956,0.210218,0.913548
665,443.28,2,22.1665,24.8637,12.9591,1.33543,0.0511839,1.08361,-0.478635,-3.93696,0.186734,1.13337,0.204923,0.922124
666,446.2,2,22.2531,24.7672,13.3032,1.3462,0.0504737,1.11246,-0.481954,-4.15587,0.183733,1.16253,0.201284,0.925308
667,446.503,2,22.2433,24.7258,13.4016,1.33667,0.050747,1.08431,-0.48167,-4.20063,0.184733,1.1841,0.197975,0.921839
668,456.062,2,22.3226,24.5154,13.4154,1.34204,0.0516911,1.11024,-0.485318,-4.17721,0.187426,1.19518,0.19437,0.938699
669,452.778,2,22.2973,24.4287,13.4763,1.36063,0.0507284,1.09688,-0.483473,-4.01424,0.189944,1.20479,0.193557,0.950453
670,442.347,2,22.2428,24.4033,13.1565,1.37067,0.0493321,1.08182,-0.480044,-3.65052,0.190301,1.17578,0.19565,0.926602
671,446.359,2,22.1747,24.3412,13.1636,1.34875,0.0503819,1.06575,-0.476995,-3.6293,0.188979,1.14242,0.199752,0.929285
672,454.096,2,22.0109,24.3734,13.1761,1.34877,0.0513771,1.07164,-0.471415,-3.59694,0.188887,1.17012,0.203554,0.906351
673,454.15,2,22.0304,24.3011,12.8129,1.34729,0.0522068,1.07579,-0.471311,-3.69294,0.190796,1.19491,0.20266,0.887972
674,451.674,2,21.9096,24.2413,12.8692,1.36907,0.0517987,1.08385,-0.466552,-3.76592,0.188614,1.21425,0.202598,0.858538
675,459.142,2,21.9054,24.2146,12.9455,1.38603,0.0514928,1.08208,-0.467548,-3.62485,0.187233,1.23647,0.205603,0.877932
676,466.691,2,21.9602,24.1711,13.5335,1.38028,0.0531093,1.08974,-0.46947,-3.43354,0.188817,1.29673,0.208177,0.87352
677,457.875,2,21.9948,24.2584,13.6101,1.39317,0.0522623,1.08498,-0.470236,-3.57829,0.189962,1.28742,0.210859,0.877484
678,452.712,2,22.0274,24.1345,13.3297,1.40848,0.0513257,1.09385,-0.470448,-3.57463,0.189074,1.238,0.20738,0.899664
679,458.802,2,22.0694,24.1385,13.2517,1.42532,0.0509848,1.11751,-0.472028,-3.50483,0.188208,1.22853,0.204354,0.925511
680,462.365,2,21.9835,24.1597,13.5816,1.42534,0.0524747,1.10922,-0.468931,-3.64291,0.186807,1.20402,0.201994,0.953934
681,460.118,2,21.9201,24.2385,13.407,1.38444,0.0543546,1.10504,-0.466889,-3.53478,0.185902,1.22151,0.203694,0.953548
682,458.219,2,22.1088,24.2231,13.5362,1.39189,0.0535382,1.10919,-0.476076,-3.46849,0.187658,1.22807,0.208634,0.925286
683,451.367,2,22.2328,24.1861,13.6314,1.37563,0.0539231,1.10579,-0.480938,-3.51535,0.184664,1.21751,0.209241,0.910652
684,462.168,2,22.3488,24.1392,13.3938,1.35245,0.055591,1.08617,-0.484804,-3.38202,0.184264,1.24824,0.210855,0.905508
685,470.557,2,22.3348,24.2093,13.2712,1.3261,0.0576665,1.08327,-0.484973,-3.67433,0.18565,1.29741,0.214109,0.912456
686,473.686,2,22.3271,24.2666,12.8424,1.36647,0.0568875,1.11656,-0.482979,-3.93402,0.18559,1.32662,0.220479,0.906083
687,482.708,2,22.1573,24.2216,12.8798,1.36653,0.0593565,1.09501,-0.476721,-4.03958,0.185779,1.31015,0.226353,0.93437
688,465.982,2,22.1073,24.3385,12.8579,1.35516,0.0599573,1.10191,-0.475877,-4.4643,0.184614,1.28334,0.228044,0.924632
689,463.865,2,22.3004,24.564,12.9415,1.35514,0.0593671,1.13161,-0.481924,-4.89008,0.185265,1.26961,0.233546,0.909012
690,462.081,2,22.4346,24.691,13.203,1.35512,0.0589221,1.12999,-0.486938,-5.05688,0.184952,1.25179,0.231289,0.916072
691,457.75,2,22.4568,24.7438,13.263,1.35511,0.0581056,1.14265,-0.487297,-5.075,0.186879,1.22394,0.227007,0.91551
692,460.1,2,22.4015,24.7877,13.002,1.33241,0.0588757,1.13616,-0.484336,-4.96305,0.18659,1.21523,0.22649,0.913662
693,456.468,2,22.268,24.7613,13.0953,1.30462,0.0609853,1.13221,-0.478421,-4.81525,0.183255,1.19151,0.223335,0.880888
694,466.709,2,22.2099,24.7009,12.8687,1.31706,0.0612375,1.10928,-0.476332,-4.73766,0.183829,1.18962,0.218968,0.895533
695,458.223,2,22.296,24.7217,12.5836,1.32184,0.0599841,1.11,-0.479703,-4.57467,0.183825,1.21197,0.217744,0.892812
696,470.77,2,22.2237,24.7762,12.3262,1.35482,0.0598073,1.097,-0.476556,-4.37264,0.183463,1.21125,0.216412,0.90089
697,467.367,2,22.1709,24.7725,12.2995,1.36814,0.0595801,1.0866,-0.473632,-4.35626,0.184926,1.19412,0.217067,0.911562
698,466.435,2,22.2252,24.7581,12.3928,1.36812,0.0591523,1.11285,-0.474669,-4.54406,0.187011,1.19824,0.220489,0.917315
699,470.948,2,22.3322,24.8198,12.5117,1.35469,0.0605631,1.11897,-0.47934,-4.67306,0.184983,1.20366,0.221605,0.929699
700,458.033,2,22.3042,24.6816,12.6687,1.34655,0.0601069,1.11897,-0.479016,-4.8827,0.185934,1.18152,0.218806,0.930732
701,449.347,2,22.2947,24.9001,12.7226,1.34495,0.0582978,1.1115,-0.477764,-4.66598,0.187647,1.16001,0.217628,0.920719
702,450.769,2,22.3354,24.877,12.874,1.33874,0.0572476,1.11718,-0.482363,-4.49873,0.187438,1.14563,0.218805,0.909665
703,453.787,2,22.3869,24.5952,12.5405,1.3502,0.0568555,1.12558,-0.484283,-4.39725,0.187628,1.09942,0.219547,0.901714
704,456.833,2,22.4609,24.4046,12.3778,1.35019,0.0566385,1.12615,-0.488934,-4.36958,0.186126,1.09676,0.219412,0.916947
705,460.456,2,22.5098,24.2603,12.3088,1.35019,0.0568842,1.1321,-0.492389,-4.46762,0.183543,1.10789,0.222862,0.920891
706,447.584,2,22.4334,24.4164,12.3442,1.34478,0.0563749,1.12477,-0.488873,-4.30145,0.182117,1.10041,0.222284,0.902217
707,458.579,2,22.3984,24.4273,12.5112,1.34479,0.0567855,1.11109,-0.487261,-4.24937,0.185035,1.10264,0.221099,0.89132
708,454.547,2,22.2905,24.4653,12.4632,1.36032,0.0556956,1.11916,-0.484081,-4.04107,0.186852,1.10312,0.218442,0.886493
709,460.467,2,22.2791,24.5504,12.4637,1.37197,0.0549217,1.1096,-0.482749,-4.12964,0.186339,1.11791,0.219941,0.906286
710,455.677,2,22.3136,24.6015,12.6606,1.3816,0.0544864,1.10791,-0.483609,-3.9378,0.186723,1.12099,0.217277,0.904639
711,464.18,2,22.2459,24.5457,13.2234,1.38527,0.0552386,1.09997,-0.481422,-3.96563,0.18693,1.12878,0.218503,0.89909
712,463.264,2,22.397,24.5773,13.0121,1.37504,0.0557155,1.11024,-0.487732,-3.84405,0.187395,1.12064,0.222429,0.919955
713,465.401,2,22.3978,24.6124,12.6574,1.39268,0.0554027,1.12596,-0.489268,-3.9906,0.188046,1.08878,0.227104,0.933286
714,462.458,2,22.3202,24.7215,12.8145,1.39268,0.0552619,1.11254,-0.487968,-4.05756,0.186677,1.08221,0.232066,0.938788
715,453.737,2,22.2532,24.7532,12.8612,1.38606,0.0547308,1.11649,-0.484683,-4.08989,0.186,1.07848,0.23576,0.926605
716,456.059,2,22.1685,24.8065,12.83,1.37232,0.0549805,1.10424,-0.480203,-4.41245,0.186337,1.05555,0.238919,0.935653
717,462.724,2,22.1666,24.7467,12.8484,1.37232,0.0554539,1.11455,-0.478963,-4.58934,0.186859,1.04934,0.239041,0.946662
718,453.933,2,22.1741,24.7396,12.6292,1.37772,0.0546303,1.10442,-0.476324,-4.46788,0.189312,1.05248,0.238974,0.921824
719,462.663,2,22.3096,24.7732,12.6391,1.37457,0.0551735,1.08704,-0.481452,-4.52532,0.190491,1.06397,0.238309,0.916081
720,462.363,2,22.3816,24.7959,12.7457,1.36681,0.0560998,1.08559,-0.485202,-4.43311,0.189448,1.06234,0.240929,0.904732
721,467.662,2,22.3658,24.8052,13.0778,1.37225,0.0564047,1.08445,-0.486765,-4.61714,0.185862,1.08379,0.242586,0.915763
722,458.364,2,22.3921,24.8399,12.965,1.35248,0.0571521,1.07819,-0.487562,-4.66912,0.185229,1.08908,0.243075,0.905768
723,457.791,2,22.3293,24.9054,12.8527,1.35249,0.0573855,1.07444,-0.486154,-4.64817,0.184668,1.07302,0.243781,0.895499
724,457.268,2,22.2907,24.8494,12.8502,1.3313,0.0581037,1.07611,-0.48449,-4.80194,0.184801,1.06697,0.243647,0.897747
725,461.455,2,22.3994,24.9213,12.7839,1.3313,0.0580714,1.06287,-0.489192,-4.85356,0.184947,1.07874,0.240597,0.908788
726,455.88,2,22.4656,25.0508,12.8078,1.32216,0.0583826,1.05717,-0.491619,-4.83967,0.185796,1.07225,0.238935,0.901553
727,451.621,2,22.4304,25.1145,12.9746,1.30628,0.0586425,1.06549,-0.490647,-4.87818,0.184254,1.06153,0.237316,0.904462
728,453.815,2,22.3883,25.1163,12.9303,1.32378,0.058002,1.06042,-0.489084,-4.82859,0.182724,1.04361,0.237975,0.891423
729,453.131,2,22.3133,25.0838,12.9612,1.3262,0.0570748,1.06519,-0.48736,-4.95298,0.183588,1.03252,0.24036,0.896512
730,454.715,2,22.2922,25.047,12.9616,1.3262,0.0572213,1.07951,-0.486843,-4.8655,0.182732,1.03561,0.237836,0.894372
731,450.354,2,22.3571,24.9186,13.3381,1.33412,0.0565111,1.0908,-0.487874,-4.72353,0.183234,1.04406,0.234072,0.885745
732,444.267,2,22.2865,24.7857,13.4468,1.3222,0.0561119,1.0842,-0.485612,-4.67756,0.183117,1.04551,0.230695,0.883849
733,446.212,2,22.3831,24.8581,13.4634,1.3222,0.0558017,1.09963,-0.488231,-4.60268,0.184678,1.0388,0.22967,0.871552
734,441.861,2,22.4072,25.0062,13.2122,1.32218,0.0552158,1.09862,-0.488188,-4.4539,0.184673,1.01709,0.230699,0.866929
735,451.173,2,22.3889,25.1106,13.2899,1.32218,0.0551462,1.1112,-0.486709,-4.34784,0.184256,1.00778,0.23287,0.876433
736,444.124,2,22.3363,25.0842,13.2498,1.32303,0.0541096,1.11618,-0.484032,-4.34121,0.184015,1.00726,0.236886,0.872374
737,456.231,2,22.327,24.9846,13.1315,1.34181,0.0540739,1.12062,-0.483457,-4.21303,0.183811,0.997371,0.238244,0.867729
738,460.763,2,22.3029,24.9733,12.8365,1.36799,0.0534674,1.11983,-0.483648,-4.16154,0.184021,0.997725,0.243364,0.859461
739,452.536,2,22.3584,24.8893,12.9006,1.37354,0.0533908,1.11323,-0.486604,-4.12473,0.183946,0.994403,0.243978,0.851893
740,464.282,2,22.3111,24.8431,12.9821,1.37729,0.0545829,1.10303,-0.485503,-4.15246,0.183961,0.981377,0.245532,0.851507
741,465.457,2,22.2243,24.8989,13.0896,1.38223,0.0545198,1.08459,-0.48334,-4.17478,0.183962,0.994099,0.251913,0.860543
742,458.902,2,22.2766,24.9459,13.0801,1.38954,0.0541753,1.08823,-0.484264,-4.31633,0.184953,0.999492,0.25053,0.870204
743,461.102,2,22.2792,24.9187,13.1426,1.38303,0.0547302,1.08183,-0.484823,-4.35359,0.184676,1.00863,0.252264,0.868422
744,462.233,2,22.3319,24.997,13.2511,1.38303,0.0547204,1.09582,-0.487446,-4.42901,0.185767,1.0194,0.25481,0.868268
745,450.844,2,22.3185,25.0058,13.2484,1.38302,0.0542213,1.09647,-0.486411,-4.39785,0.185607,1.01882,0.256697,0.858375
746,455.421,2,22.2503,25.139,13.2953,1.387,0.0541027,1.09039,-0.48322,-4.31396,0.184672,1.01347,0.258053,0.853923
747,454.277,2,22.2559,25.2071,13.2345,1.39838,0.053239,1.08251,-0.481862,-4.24842,0.184994,0.993865,0.261076,0.861154
748,460.37,2,22.3496,25.2317,13.4017,1.41275,0.0528346,1.07344,-0.484734,-4.02303,0.185475,0.98808,0.264511,0.857638
749,460.424,2,22.3116,25.3333,13.5278,1.43269,0.0523867,1.08041,-0.482674,-3.94013,0.185786,0.985011,0.267399,0.840865
750,455.263,2,22.1599,25.3598,13.4179,1.45073,0.0515421,1.07959,-0.476812,-3.93268,0.185617,0.970026,0.272637,0.823772
751,457.778,2,22.1927,25.2883,13.3352,1.44611,0.0519951,1.07989,-0.478109,-3.97437,0.185609,0.957655,0.273359,0.826363
752,458.148,2,22.2911,25.3858,13.1771,1.43559,0.0527226,1.09765,-0.482291,-4.07325,0.185796,0.957625,0.269528,0.83191
753,455.633,2,22.2896,25.4373,12.945,1.42453,0.0530774,1.10654,-0.48109,-4.15709,0.186379,0.978762,0.266206,0.8243
754,454.197,2,22.2651,25.4942,12.8573,1.42453,0.0531546,1.10492,-0.479873,-4.02859,0.18643,0.977356,0.26457,0.816124
755,448.455,2,22.2384,25.5566,12.9094,1.41319,0.0529503,1.10506,-0.478884,-4.04152,0.186446,0.966532,0.265793,0.820217
756,449.063,2,22.2851,25.5616,12.7609,1.41832,0.0523006,1.11181,-0.479966,-4.03719,0.186473,0.955051,0.265321,0.82174
757,449.066,2,22.3126,25.4572,12.9045,1.41921,0.0518985,1.10236,-0.481493,-4.11009,0.186666,0.953447,0.264341,0.817521
758,438.855,2,22.3312,25.4424,12.8846,1.4075,0.0514397,1.10021,-0.482314,-4.13415,0.186051,0.950536,0.261641,0.816454
759,447.61,2,22.3438,25.4761,12.719,1.41165,0.0508928,1.09643,-0.483582,-4.18591,0.185797,0.944647,0.259433,0.826022
760,452.36,2,22.307,25.4729,12.5476,1.41757,0.0506547,1.08993,-0.483181,-4.1045,0.186675,0.938385,0.258488,0.829987
761,448.51,2,22.365,25.3808,12.5974,1.40567,0.0507194,1.09276,-0.485513,-4.07375,0.187176,0.948719,0.259647,0.826191
762,452.301,2,22.3595,25.3131,12.61,1.40223,0.0506474,1.08065,-0.484643,-3.97936,0.188269,0.952448,0.260076,0.833208
763,454.734,2,22.3073,25.2347,12.6784,1.40785,0.0505985,1.08143,-0.4827,-3.91618,0.188573,0.956168,0.260331,0.831083
764,455.353,2,22.2737,25.1543,12.6862,1.41575,0.0500423,1.08391,-0.48225,-3.93324,0.188924,0.966693,0.263961,0.824803
765,454.954,2,22.2882,25.1375,12.7389,1.40144,0.0504266,1.08642,-0.482983,-3.85312,0.188971,0.97931,0.270135,0.819506
766,455.254,2,22.3342,25.1744,12.9212,1.41479,0.0500621,1.0825,-0.483887,-3.82229,0.188209,0.985365,0.271053,0.813439
767,444.409,2,22.3184,25.1925,12.8197,1.39964,0.0504298,1.08021,-0.482293,-3.73343,0.188081,0.982927,0.268675,0.81258
768,452.38,2,22.3855,25.1957,12.713,1.39134,0.0510787,1.08898,-0.484387,-3.65321,0.188718,0.980623,0.268915,0.804996
769,457.206,2,22.3763,25.2043,12.541,1.39594,0.0515506,1.09288,-0.483311,-3.73171,0.189167,0.97933,0.266151,0.802777
770,464.864,2,22.3562,25.1717,12.4418,1.40957,0.0513891,1.08971,-0.482007,-3.72716,0.19057,0.979487,0.264073,0.821752
771,463.19,2,22.4018,25.1748,12.2834,1.42145,0.0511132,1.08743,-0.48336,-3.76814,0.191396,0.982827,0.262379,0.837335
772,465.376,2,22.3552,25.1378,12.1444,1.40948,0.0520245,1.07617,-0.482888,-3.71898,0.191614,0.996896,0.262511,0.842726
773,448.863,2,22.3944,25.0763,12.1814,1.40028,0.0519586,1.07183,-0.48595,-3.63983,0.191082,1.00254,0.259479,0.845746
774,448.139,2,22.4522,25.0639,12.3534,1.39486,0.0515392,1.07257,-0.489093,-3.6195,0.190353,1.00877,0.258513,0.851085
775,465.453,2,22.4727,24.968,12.3973,1.39988,0.0515716,1.07346,-0.49019,-3.55589,0.192178,1.02269,0.256984,0.859708
776,459.923,2,22.5213,24.9148,12.442,1.40323,0.0517508,1.07624,-0.491948,-3.60719,0.192293,1.02055,0.259129,0.854185
777,461.352,2,22.5128,24.8553,12.6689,1.40659,0.0518229,1.07668,-0.491176,-3.75005,0.192935,1.02957,0.258706,0.852948
778,459.024,2,22.4714,24.7669,12.7722,1.4066,0.0520176,1.07103,-0.489957,-3.85101,0.191898,1.0302,0.256794,0.860496
779,447.671,2,22.4502,24.7646,12.7908,1.40235,0.0516877,1.07666,-0.489497,-3.83258,0.191246,1.02637,0.256219,0.860354
780,452.7,2,22.4809,24.708,12.8488,1.40711,0.051632,1.07804,-0.490089,-3.77469,0.190118,1.02158,0.254373,0.858083
781,450.465,2,22.4696,24.7299,12.9304,1.39948,0.0516107,1.07245,-0.489512,-3.77246,0.189728,1.03173,0.2532,0.856912
782,450.259,2,22.4976,24.7718,12.8543,1.41348,0.0504475,1.07318,-0.490075,-3.72346,0.190486,1.02367,0.25352,0.857771
783,459.232,2,22.5315,24.8076,12.6683,1.42937,0.0494889,1.08459,-0.490786,-3.72759,0.190603,1.03254,0.252698,0.86942
784,460.428,2,22.5182,24.8584,12.6137,1.43842,0.0492068,1.08813,-0.490734,-3.68551,0.190633,1.02736,0.253413,0.880341
785,455.55,2,22.4941,24.8389,12.663,1.43842,0.048948,1.0907,-0.49023,-3.74712,0.190286,1.02811,0.255662,0.885679
